,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Title
856,857,1,1,female,45.0,1,1,164.8667,S,3,0,Mrs
857,858,1,1,male,51.0,0,0,26.55,S,1,1,Mr
858,859,1,3,female,24.0,0,3,19.2583,C,4,0,Mrs
859,860,0,3,male,28.0,0,0,7.2292,C,1,1,Mr
860,861,0,3,male,41.0,2,0,14.1083,S,3,0,Mr
861,862,0,2,male,21.0,1,0,11.5,S,2,0,Mr
862,863,1,1,female,48.0,0,0,25.9292,S,1,1,Mrs
863,864,0,3,female,28.0,8,2,69.55,S,11,0,Miss
864,865,0,2,male,24.0,0,0,13.0,S,1,1,Mr
865,866,1,2,female,42.0,0,0,13.0,S,1,1,Mrs
866,867,1,2,female,27.0,1,0,13.8583,C,2,0,Miss
867,868,0,1,male,31.0,0,0,50.4958,S,1,1,Mr
868,869,0,3,male,28.0,0,0,9.5,S,1,1,Mr
869,870,1,3,male,4.0,1,1,11.1333,S,3,0,Master
870,871,0,3,male,26.0,0,0,7.8958,S,1,1,Mr
871,872,1,1,female,47.0,1,1,52.5542,S,3,0,Mrs
872,873,0,1,male,33.0,0,0,5.0,S,1,1,Mr
873,874,0,3,male,47.0,0,0,9.0,S,1,1,Mr
874,875,1,2,female,28.0,1,0,24.0,C,2,0,Mrs
875,876,1,3,female,15.0,0,0,7.225,C,1,1,Miss
876,877,0,3,male,20.0,0,0,9.8458,S,1,1,Mr
877,878,0,3,male,19.0,0,0,7.8958,S,1,1,Mr
878,879,0,3,male,28.0,0,0,7.8958,S,1,1,Mr
879,880,1,1,female,56.0,0,1,83.1583,C,2,0,Mrs
880,881,1,2,female,25.0,0,1,26.0,S,2,0,Mrs
881,882,0,3,male,33.0,0,0,7.8958,S,1,1,Mr
882,883,0,3,female,22.0,0,0,10.5167,S,1,1,Miss
883,884,0,2,male,28.0,0,0,10.5,S,1,1,Mr
884,885,0,3,male,25.0,0,0,7.05,S,1,1,Mr
885,886,0,3,female,39.0,0,5,29.125,Q,6,0,Mrs
886,887,0,2,male,27.0,0,0,13.0,S,1,1,Other
887,888,1,1,female,19.0,0,0,30.0,S,1,1,Miss
888,889,0,3,female,28.0,1,2,23.45,S,4,0,Miss
889,890,1,1,male,26.0,0,0,30.0,C,1,1,Mr
890,891,0,3,male,32.0,0,0,7.75,Q,1,1,Mr
